Region;Filial;Mencion;Negativo;Neutral;Positivo;Territorio_comunicacion
Antioquia;EMVARIAS;Felicitaciones a nuestra coordinadora de la Mesa Ambiental comuna 13, Yuliana Chica Correa. Un merecido reconocimiento por su trabajo y liderazgo ambiental en el territorio!!  @AlcaldiadeMed @amoramartinez1 @Areametropol @Corantioquia @Emvarias @EPMestamosahi @seguridadmed https://t.co/5Vdr6oJkht;;;1;Impacto social y ambiental
Antioquia;EMVARIAS;"Excelente, es horrible el olor y la basura por ahí.  Sería bueno pensar en la iluminación. https://twitter.com/Emvarias/status/1878893859746504899
@Emvarias: Con lavado profundo y limpieza, nos tomamos el deprimido de Villa Nueva. Articuladamente con la @AlcaldiadeMed y @EPMestamosahi intervinimos este concurrido corredor vial. 

¡Medellín limpia y sostenible! https://x.com/Emvarias/status/1878893859746504899/video/1";;;1;Impacto social y ambiental
Antioquia;EMVARIAS;"Esta es mi ciudad carajo https://twitter.com/Emvarias/status/1878893859746504899
@Emvarias: Con lavado profundo y limpieza, nos tomamos el deprimido de Villa Nueva. Articuladamente con la @AlcaldiadeMed y @EPMestamosahi intervinimos este concurrido corredor vial. 

¡Medellín limpia y sostenible! https://x.com/Emvarias/status/1878893859746504899/video/1";;;1;Impacto social y ambiental
Antioquia;EMVARIAS;EPM entregó $195 mil millones en transferencias sector eléctrico https://t.co/tg7Mj78tAI a través de @YouTube @ColumnaVIP @EPMestamosahi @Emvarias @SanPedroMuni @daniloalvarez @cornare @JulioJuliovip @juliobetancurc;;;1;No asignado
Antioquia;EMVARIAS;"Envigado y Formas Íntimas, campeones 2025 en el Festival de Festivales.
@CDLosPaisitas @INDERMEDELLIN @AlcaldiadeMed @AlcaldiaEnv @ColantaOficial @ComfenalcoAnt @GobAntioquia @IndeportesAnt @metrodemedellin @EPMestamosahi @Emvarias @Comfama 

:point_down::point_down::point_down::point_down::point_down:
https://cristobalnaranjo.com/deportes/envigado-y-formas-intimas-son-campeones-2025-en-el-festival-de-festivales/ https://twitter.com/cristobanaranjo/status/1881064470321172754/photo/1";;;1;No asignado
Antioquia;EMVARIAS;"En Medellín
Festival de Festivales 2025 @CDLosPaisitas 
Patrocinan y apoyan;
Colanta, @GobAntioquia , @IndeportesAnt , @AlcaldiadeMed ,  @INDERMEDELLIN , @GatoradeCol , @metrodemedellin , @Emvarias Grupo EPM, @Positiva Compañía de Seguros, Metalrec, @Comfama  y @ComfenalcoAnt https://twitter.com/frafer143/status/1875723838522322993/photo/1";;;1;No asignado
Antioquia;EMVARIAS;En los momento difíciles nos sobreponemos a la adversidad . Después de 3 días con condiciones climáticas en contra, el trabajo en equipo con Emvarias Medellín, EPM estamos ahí, Secretaría de Movilidad de Medellín y Alcaldía de Medellín nos permite restablecer la operación de las líneas 1 y 2 de buses  por la estación Industriales. Gracias a...;;;1;No asignado
Antioquia;EMVARIAS;En los momento difíciles nos sobreponemos a la adversidad . Después de 3 días con condiciones climáticas en contra, el trabajo en equipo con @emvarias , @epmestamosahi , @sttmed y @alcaldiademed nos permite restablecer la operación de las líneas 1 y 2 de buses  por la estación Industriales. Gracias a los usuarios por la comprensión, y al...;;;1;No asignado
Antioquia;EMVARIAS;Emvarias facebooktwitterlinkedInwhatsapp Norbey Valle Davidhttps://twitter.com/NorbeyVnoticias 06/05/2025 - 16:36 h COT Medellín Las Empresas Varias de Medellín (Emvarias), filial de EPM, lamentó el fallecimiento de la trabajadora por una bala perdida en...;1;;;No asignado
Antioquia;EMVARIAS;Emvarias desmintió una falsa información sobre personas desaparecidas en el relleno sanitario La Pradera, a raíz de las fuertes lluvias. https://t.co/7RO8trWiAf @raymondorta #sebusca #wanted #recompensa;;1;;Transparencia
Antioquia;EMVARIAS;"Durante la madrugada, participamos en el desmonte y recuperación de la zona de alumbrado decembrino en el sendero del río. 

Felices de haber trabajado con la @AlcaldiadeMed y @EPMestamosahi durante 46 días de manera ininterrumpida para ofrecer lo mejor para los visitantes al… https://twitter.com/Emvarias/status/1878794683402309717/photo/1";;;1;No asignado
Antioquia;EMVARIAS;"Con lavado profundo y limpieza, nos tomamos el deprimido de Villa Nueva. Articuladamente con la @AlcaldiadeMed y @EPMestamosahi intervinimos este concurrido corredor vial. 

¡Medellín limpia y sostenible! https://twitter.com/Emvarias/status/1878893859746504899/video/1";;;1;Impacto social y ambiental
Antioquia;EMVARIAS;"Así luce el deprimido de Villa Nueva, luego de la intervención realizada con la gestión de lavadode la Secretaría de Infraestructura Física y el Comité de Aseo y Ornato de la @AlcaldiadeMed, ademas del apoyo de @EPMestamosahi.

¡Nos encanta! :orange_heart::green_heart::smiling_face_with_hearts: https://twitter.com/Emvarias/status/1883899169552969839/photo/1";;;1;No asignado
Antioquia;EMVARIAS;"Así luce el deprimido de Villa Nueva, luego de la intervención realizada con la gestión de lavado de la Secretaría de Infraestructura Física y el Comité de Aseo y Ornato de la @AlcaldiadeMed, ademas del apoyo de @EPMestamosahi.

¡Nos encanta! :orange_heart::green_heart::smiling_face_with_hearts: https://twitter.com/Emvarias/status/1883908425220018353/photo/1";;;1;No asignado
Antioquia;EMVARIAS;Alcaldía atendió damnificados de San Antonio de Prado https://t.co/TvZQOKkTKS a través de @YouTube @ColumnaVIP @FicoGutierrez @PoliciaMedellin @EPMestamosahi @CarmenHerreraz @Emvarias @DAGRDMedellin @COL_EJERCITO @AlcaldiadeMed @JulioJuliovip @juliobetancurc;;;1;No asignado
Antioquia;EMVARIAS;Alcaldía atendió damnificados de San Antonio de Prado Federico Gutiérrez Zuluaga, alcalde de Medellín, en compañía del personal de bomberos, Policía Nacional, organismos de socorro, Ejercito, Emvarias, EPM, DAGRD e Inclusión Social, se desplazaron a San Antonio de Prado, corregimiento afectados por desbordamiento de la quebrada La Chorrera e...;;;1;Impacto social y ambiental
Antioquia;EMVARIAS;¿Te interesa adquirir uno de nuestros vehículos?   Haz clic en el siguiente enlace y conoce el cronograma del proceso, la guía de inscripción para compradores y los lotes disponibles: https://www.emvarias.com.co/emvarias [@epmestamosahi];;;1;No asignado
Antioquia;EMVARIAS;¿Será que en este tema está faltando parte de la historia? Ya cada que llueve en Medellín se desbordan 2-3 quebradas y se inundan o colapsan 3-5 vías principales. Algo pasa. @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias @siatamedellin @Areametropol;1;;;No asignado
Antioquia;EMVARIAS;"¿Cuántos años tendrán que pasar, @Emvarias @EPMestamosahi @AlcaldiadeMed @sttmed? Repito, hasta que no haya un accidente con un peatón no van a reaccionar. https://twitter.com/_______CeJota/status/1881674631482077641/video/1 https://twitter.com/_______cejota/status/1437750845139996672
@_______CeJota: @Alegalleo73 @Emvarias @AlcaldiadeMed @sttmed B e e e e s o s s s, Shak. https://x.com/CarlosJu777/status/1437750845139996672/video/1";1;;;No asignado
Antioquia;EMVARIAS;@Verbografia1985 @ElAcertijoCol @QuinteroCalle @TodosXMedellin @NacionPaisa @HilosXColombia @JohaFuentes @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias Izquierda de mierda;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando Descuidos, omisiones, flexibilidad de: 1. Planeanción de @AlcaldiadeMed sobre todo años 2001-2020. 2. Curadores Urbanos 2001-2020. 3. Inspecciones de Policía 4. Indisciplina ciudadana 5. Policía 6. @EPMestamosahi @Emvarias Secretaría de Infraestructura;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @EPMestamosahi @Emvarias @sttmed Y mano dura para las personas que arrojan de todo a las cuentas de las quebradas. Además, le falta mantenimiento y limpieza de los sumideros de la ciudad.;1;;;Calidad del servicio
Antioquia;EMVARIAS;@SuarezTrinando @EPMestamosahi @Emvarias @sttmed La responsabilidad de lo que pasa hoy en Medellín lo tienen los curadores y los que planificaron, las áreas tributarias que le estamos entregando al río desbordan cualquier prevención , hay una saturación de la red , y las velocidades de la ladera hacia el río son otro factor !;1;;;Impacto social y ambiental
Antioquia;EMVARIAS;@SuarezTrinando @EPMestamosahi @Emvarias @sttmed Es de joda Don Deivid. La mediocridad de FIco es cosa brava;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @EPMestamosahi @Emvarias @sttmed EPM esta cada vez peor. @FicoGutierrez le quedo grande Medellín. El está ubicando sus fichas en EPM (Natalia Ramirez) la nombro Jefe de Gestión Humana en EPM sin concurso. Para empezar a mover sus fichas, nada diferente al picaro de Quintero Calle;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @EPMestamosahi @Emvarias @sttmed Desmantelaron el SIATA, la ciudad está abandonada y a la merced de lo que le pueda pasar.;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @EPMestamosahi @Emvarias @Metrosalud @INTERGREMIALant @UnViejoFavor @FundacionEPM @plazamayormed @360RadioCo El nivel de desconexion con el tema ha sido tanto que aún el @DAGRDMedellin no cuenta con uno de estos . Inclúyanlo en las donaciones. https://t.co/dGkF5OH2aG;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @DenunciasAntio2 @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias @siatamedellin @Areametropol A medida que aumenta la urbanización, se impermeabiliza el suelo, aumenta la escorrentía y con ello las inundaciones;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @ChaparronBonap9 @EPMestamosahi @Emvarias @sttmed @FicoGutierrez se quejaba de la inoperancia de Quintero, pero está igualito de incapaz. Muchos amigos incapaces en EPM y secretarias. A EL le quedó grande Medellín.;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @Areametropol @AlcaldiadeMed @Emvarias @EPMestamosahi @personeriamed No hacen nada...pero lo peor es que se acude a los jueces y manifiestan que no hay perjuicio irremediable con un arbil encima del techo porque estan para purificar el aire....si lo tuvieran encima de sus casas que haria...la irracionalidad perpetua;1;;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias @siatamedellin @Areametropol Son muchas historias: 1. Una ciudad construida sobre más de 4.000 fuentes hídricas 2. Un sistema de alcantarillado envejecido 3. La constucciones e intervenciones en los suelos de manera irregular 4. Gestión del riesgo que potenciar 6. Manejo...;;1;;No asignado
Antioquia;EMVARIAS;@SuarezTrinando @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias @siatamedellin @Areametropol Cada día más cerca del Miami Colombiano (Bquilla);;;1;No asignado
Antioquia;EMVARIAS;@SantiNarvaezL @EPMestamosahi @Emvarias Mejor noticia seria ya no necesitar relleno....;;1;;Transparencia
Antioquia;EMVARIAS;@SantiNarvaezL @EPMestamosahi @Emvarias Medellin se recupera a pasos agigantados. Nada nos queda grande. Pueden llegar mil Daniel Quintero a destruir y robar pero nosotros siempre salimos adelante con verraquera y amor por este terruño;;;1;No asignado
Antioquia;EMVARIAS;@rosmi2809 @Emvarias @FicoGutierrez @AlcaldiadeMed @EPMestamosahi @tavocasta En bello Cabañas, no ha pasado desde el viernes, apenas paso hoy martes... ¿Que paso con el servicio?;1;;;Calidad del servicio
Antioquia;EMVARIAS;@QuinteroCalle Y cundo vas a responder por el desastre que dejaste en Medellín , donde no quedo títere ( Empresa descentralizada) son cabeza ? Aguas Vivas , Emvarias , Epm y el salto a Gestión del riesgo con sus tentáculos.;1;;;No asignado
Antioquia;EMVARIAS;"@nelson_medellin @AlcaldiadeMed @Emvarias @PoliciaColombia Buenos días Nelson. Te ofrecemos disculpas por las molestias ocasionadas. En ocasiones debemos realizar trabajos nocturnos, los cuales cuentan con permisos y autorización de las entidades pertinentes, para dar solución a daños que son prioritarios. Estas intervenciones son…
Reply to @nelson_medellin: @AlcaldiadeMed  y @Emvarias no es justo que a esta hora estén taladrando la calle en la cra 74 con calle 55 en Los Colores.  Ustedes creen que no merecemos descansar?. @EPMestamosahi hagan algo o @PoliciaColombia";1;;;No asignado
Antioquia;EMVARIAS;"@MiguelC28889297 @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Te faltó popo jejeje
Reply to @MiguelC28889297: @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Por más que alias @FicoGutierrez mandé a hacer aseo a la ciudad, no se le va quitar el olor a Corrupto y bandido que deja por donde pasa.";1;;;No asignado
Antioquia;EMVARIAS;"@MiguelC28889297 @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Cuando estaba la peste de quintero Aq olía el ? Por la ciudad gracias a es olía a basura
Reply to @MiguelC28889297: @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Por más que alias @FicoGutierrez mandé a hacer aseo a la ciudad, no se le va quitar el olor a Corrupto y bandido que deja por donde pasa.";1;;;No asignado
Antioquia;EMVARIAS;@MGabyvida @Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta @lilianapelaezm No tiene usted remota idea de lo que está diciendo. El problema de los soterrados no es de capacidad hidráulica de los mismos. El problema es que por la impermeabilización de los suelos, el agua está bajando más rápido al río y copa su capacidad.;1;;;No asignado
Antioquia;EMVARIAS;@MGabyvida @Emvarias @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @tavocasta Usted es que nunca a visto llover , esa es la fuerza de la naturaleza es algo que puede suceder y más si por los barrios altos se encargan de tirar basuras a las canalizaciones;1;;;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Sucede cada que llueve fuerte , hay que hacer una barrera entre el río y el soterrado !;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Muchísimas Gracias, ;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Muchas gracias por su excelente trabajo ☺️;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Medellín adelante gracias @metrodemedellin ;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Excelente. Felicitaciones;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Excelente noticia muchas gracias a todos, los que hicieron que esto nuevamente fuera posible, con su esfuerzo y dedicación, siempre saldremos adelante pese a las adversidades, bendiciones ;;;1;Transparencia
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Excelente;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Doy fe del super escuadrón de emvarias trabajando. A esos camelladores a veces invisibles, no solo por esto sino por su trabajo continúo, muchas gracias!;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Condiciones climáticas en contra?. Si van a financiar SIATA?,;;1;;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Como cuando llueve y escampa, ojalá todas las entidades fueran como el metro ;;;1;No asignado
Antioquia;EMVARIAS;@metrodemedellin @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Bueno;;;1;No asignado
Antioquia;EMVARIAS;@Mely1617 @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias @siatamedellin @Areametropol Se me hace, se me hace, que ha existido descuido de las autoridades. No de ahora. De pronto últimos 5-7 años. Falta planes integrales. Hace años sabemos de fuertes aguaceros. Hace años sabemos del listado que muy juiciosa enumeras.;1;;;No asignado
Antioquia;EMVARIAS;@marlenyzuluaga Deben investigar todos los secretarios y subsecretarios. Incluidos los gerentes de EPM y Emvarias que casi se la roba con Xavier Vendrell.;1;;;No asignado
Antioquia;EMVARIAS;"@LuisFer1987717 @plazamayormed @FicoGutierrez @tavocasta @EPMestamosahi Hola Lusfer. Gracias por tu reporte. Estamos revisando con nuestra supervisión el caso. Te informaremos. Saludos.
Reply to @LuisFer1987717: @Emvarias @plazamayormed @FicoGutierrez @tavocasta @EPMestamosahi Tal vez por eso no recogen los desechos en otras partes. Operarios de Emvarias abusan esta esquina calle 56x kra 36a. Dejaron estas bolsas desde ayer y nadie las recoge. Estimulan la indisciplina ciudadana. Quién supervisa las tareas de estos trabajadores? https://t.co/vASEUwjCRg";1;;;No asignado
Antioquia;EMVARIAS;"@juanrobot4 @EPMestamosahi Buena tarde, Juan Carlos. Gracias por tu reporte. Nuestra operación de barrido atendió el caso. Saludos. https://twitter.com/Emvarias/status/1885021886125347163/photo/1
Reply to @juanrobot4: Señores @Emvarias, @EPMestamosahi hace más de una semana despidieron la chica que barría en la carrera 36 con la 10b y no la han reemplazado, todas las canecas están llenas de basura, lo mismo que la la acera. Necesitamos pronta solución a eso.";;;1;No asignado
Antioquia;EMVARIAS;@JuanRes83877993 @SuarezTrinando @EPMestamosahi @Emvarias @sttmed @FicoGutierrez Siempre le ha quedado grande , lástima que la rata de Quintero lo haga ver como Churchill;1;;;No asignado
Antioquia;EMVARIAS;"@jofremv257 @EPMestamosahi @ComunasMed Hola Jofre. Nuestra operación revisará si este lote es público o privado para evaluar la competencia del caso. Gracias por tu reporte.
Reply to @jofremv257: @Emvarias @EPMestamosahi @ComunasMed Nuevamente en el cruce de Cl47 X Cr34 sector buenos aires Medellín hay un lote  abandonado con tiene muchos escombros, basuras maleza,favor revisar y solucionar para evitar malos olores y k se generen como cambuche para los habitantes de calle";;1;;No asignado
Antioquia;EMVARIAS;@jofremv257 @EPMestamosahi @ComunasMed Hola Jofre. Atendimos este espacio, abusado con inadecuado manejo de escombros. Invitamos a los vecinos a denunciar ante @PoliciaMedellin a quienes arrojan este tipo de residuos de manera ilegal. https://twitter.com/Emvarias/status/1882195341036130622/photo/1;;1;;Impacto social y ambiental
Antioquia;EMVARIAS;"@jodokw @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Exactamente.
Reply to @jodokw: @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Excelente, pero cambien esas luces... alumbra más una vela";;1;;No asignado
Antioquia;EMVARIAS;"@jaramelo @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Cierto
Reply to @jaramelo: @Emvarias @AlcaldiadeMed @EPMestamosahi @FicoGutierrez @tavocasta Esa intervención es un pañito de agua para un problema peor. Hay que mejorar la iluminación, la vía y la seguridad.";1;;;No asignado
Antioquia;EMVARIAS;@Impatillita @Emvarias @FicoGutierrez @AlcaldiadeMed @EPMestamosahi @tavocasta Por acá si pasa, la cuestión es que pasó demasiado temprano, y la gente inculta llena eso muy rápido, por eso necesitamos contenedores;;1;;No asignado
Antioquia;EMVARIAS;@HernanChelo @AdrianaVeterin El Metro se maneja como una empresa privada por eso funciona, lo mismo EPM, Emvarias, etc.;;1;;No asignado
Antioquia;EMVARIAS;"@Hernan_MurielP de que hablabas la otra vez del mural del barrio Pablo Escobar, no entienden que están es embelleciendo la ciudad, gracias a la @AlcaldiadeMed @FicoGutierrez y @EPMestamosahi @Emvarias hay tiene su respuesta.

Limpien los muros que ensuciaron con política paga. https://twitter.com/FicoGutierrez/status/1881465125355614592
@FicoGutierrez: Sí era posible y lo estamos haciendo. En la comuna 9 estaba uno de los grafitis más conocidos de uno de los personajes que más daño le ha hecho a nuestra ciudad y a Colombia :co: . Recientemente se ha hablado mucho de arte urbano y de cómo éste puede resignificar espacios y… https://x.com/FicoGutierrez/status/1881465125355614592/video/1";;;1;Transparencia
Antioquia;EMVARIAS;@Hernan_MurielP @cofradiacambio @petrogustavo @FicoGutierrez @AlcaldiadeMed @EPMestamosahi @Emvarias @DAGRDMedellin @estamosconfico @creemosco @AlvaroUribeVel Estoy en las mismas ;1;;;No asignado
Antioquia;EMVARIAS;"@Hernan_MurielP @cofradiacambio @petrogustavo @FicoGutierrez @AlcaldiadeMed @EPMestamosahi @Emvarias @DAGRDMedellin @estamosconfico @creemosco @AlvaroUribeVel Cancion : ""ESTO ES EL CAMBIO"" By #djluisjapan Free Music Todos los derechos son de #latinochanell #RedProgreAsia #sinZero Compartan , Prohibida su comercializacion con animos de lucro...";;1;;No asignado
Antioquia;EMVARIAS;"@Hernan_MurielP @cofradiacambio @petrogustavo @FicoGutierrez @AlcaldiadeMed @EPMestamosahi @Emvarias @DAGRDMedellin @estamosconfico @creemosco @AlvaroUribeVel Ayudenme a RT  ""LAS CUCHAS TIENEN LA RAZON"" By #djluisjapan En Homenaje a las Familias y Victimas del Genocidio ""OPERACION ORION"" Free Music Todos derechos son de #latinochanell...";;1;;No asignado
Antioquia;EMVARIAS;@Guardianes_Ant @Emvarias @EPMestamosahi @sttmed @AlcaldiadeMed Muy tesos;;;1;No asignado
Antioquia;EMVARIAS;@GloriaStellaEc2 @AlcaldiadeMed @Emvarias @FicoGutierrez @ElkinIsazaCast cua es el motivo de su reclamo entonces que quiere el señor que epm les lleve el agua regalada porque si cuando uno quiere un buen servicio hay que pagar;1;;;Calidad del servicio
Antioquia;EMVARIAS;@GerenteEPM @EPMestamosahi @Emvarias Ahora Fico que va a decir? Es culpa de Petro;1;;;No asignado
Antioquia;EMVARIAS;@FredyAlfonsoAB @ElAcertijoCol @TodosXMedellin @NacionPaisa @HilosXColombia @Verbografia1985 @JohaFuentes @AlcaldiadeMed @FicoGutierrez @EPMestamosahi @Emvarias Igual con Juan Camilo Sanchez, q decia ser el “Dueño” del @Isvimed, en la admon Fico 1, en la era Quintero se “adueño” del @INDERMEDELLIN y ahora @VIVAantioquia @EDUMedellin en Fico 2 y...;1;;;No asignado
Antioquia;EMVARIAS;"@EPMestamosahi Tienen algún problema con el servicio de gas residencial en el barrio las palmas? Cra 38c con 39D
Reply to @EPMestamosahi: En el #GrupoEPM continuamos trabajando para mantener en buen estado el sistema de alcantarillado de aguas lluvias de nuestra ciudad. https://twitter.com/Emvarias/status/1873423231534932422";;1;;Calidad del servicio
Antioquia;EMVARIAS;"@EPMestamosahi Tienen  que hacer algo con los recicladores, llegan un día antes que pase el recolector, y se van después de que pasa el recolector, por eso quedan basuras después de la recolección y los barrios nunca se ven limpios.
Reply to @EPMestamosahi: :smiley:Entre todos podemos hacer de Medellín, una tacita de plata.:recycle: https://twitter.com/Emvarias/status/1877370851009445970";;;1;No asignado
Antioquia;EMVARIAS;@EPMestamosahi Mucho se les insistió que por favor dejarán ese lugar como lo habían encontrado, Pero ignoraron el pedido, justo después de esto emvarias trajo los contenedores que se han empezado a dañar de cuánta del hueco que hicieron los contratistas pero no arreglaron.;1;;;No asignado
Antioquia;EMVARIAS;@EPMestamosahi @FundacionUdeA @Emvarias No puedo enviar mensajes a su interno vi unos trabajadores a las 4pm afuera de mi unidad y no hay agua como desde las 7pm;1;;;No asignado
Antioquia;EMVARIAS;@EPMestamosahi @FundacionUdeA @Emvarias En la loma de los bernal no hay agua ;1;;;No asignado
Antioquia;EMVARIAS;"@EPMestamosahi @Emvarias Buenos días. Me podrían informar dónde puedo colocar una PQRS, ya que desde hace más un año el funcionario encargado de realizar las funciones de barrer, pasa por mi casa y no realiza sus funciones, siendo la única casa de la cuadra que queda sin el servicio. Ver Ley 1952 de 2019
Reply to @EPMestamosahi: :smiley:Entre todos podemos hacer de Medellín, una tacita de plata.:recycle: https://twitter.com/Emvarias/status/1877370851009445970";1;;;Calidad del servicio
Antioquia;EMVARIAS;@Emvarias @tavocasta @EPMestamosahi @AlcaldiadeMed @FicoGutierrez Muy lindo ♥️;;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @tavocasta @EPMestamosahi @AlcaldiadeMed @FicoGutierrez Buenas tardes una pregunta cada cuanto le hacen mantenimiento de lavado a los contenedores de basuras nuevos ?;;1;;Calidad del servicio
Antioquia;EMVARIAS;"@Emvarias @plazamayormed @FicoGutierrez @tavocasta @EPMestamosahi Pero trabaja más una pala prestada. Calle 56# 43-04 Bolivia con Girardot, que se dé una vueltecita el supervisor https://twitter.com/DbAValencia/status/1884715226748113274/photo/1
Reply to @Emvarias: ¡Nuestra presencia continúa en los grandes eventos de ciudad!

Acompañamos con nuestro componente de aprovechamiento la gestión de residuos sólidos en la feria #Colombiatex.

Fuerza Naranja activa en este importante evento que se celebra en @plazamayormed con la presencia de… https://t.co/hQ0DHgOJ5e";;1;;Impacto social y ambiental
Antioquia;EMVARIAS;@Emvarias @FicoGutierrez @tavocasta @AlcaldiadeMed @EPMestamosahi Increíble que la gente sea tan cochina;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @FicoGutierrez @AlcaldiadeMed @tavocasta @EPMestamosahi Saludos, todos los días alguien arroja la basura después de reciclar al Río Medellin cerca a la estación Industriales del Metro, se llama a la Policía y nada, por favor hagan algo, autopista sentido norte sur, mil Gracias @FicoGutierrez. https://t.co/cv4ju86T9w;1;;;No asignado
Antioquia;EMVARIAS;@Emvarias @FicoGutierrez @AlcaldiadeMed @EPMestamosahi @tavocasta Pues es toda la gente del barrio, como pasa tan rápido el carro recolector después más tarde llenan ese punto de basura, aparte ayudaría mucho si envían personas a organizar puntos para los contenedores;;;1;No asignado
Antioquia;EMVARIAS;"@Emvarias @EPMestamosahi Buenas tardes,  Excelente, de eso me dí cuenta hoy. Gracias
Reply to @Emvarias: @juanrobot4 @EPMestamosahi Buena tarde, Juan Carlos. Gracias por tu reporte. Nuestra operación de barrido atendió el caso. Saludos. https://t.co/oM4vxDidrR";;;1;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @tavocasta @AlcaldiadeMed @FicoGutierrez @proantioquia1 @Corantioquia Lo que si se desaparecieron fueron los contenedores en toda la vía principal de santa Elena. Es increíble en una zona donde los lixiviados llegan a los puntos de agua, esto no sea tratado con urgencia, además que faltan muchos más puntos de recoleccion...;1;;;No asignado
Antioquia;EMVARIAS;"@Emvarias @EPMestamosahi @FicoGutierrez @AlcaldiadeMed @tavocasta @sttmed Por donde pasa la suegra... :grimacing::face_palm|type_1_2:‍♂ https://x.com/HilosXColombia/status/1874092942870422004?t=jEesh9yyIjnuvh9ZfyuhkA&amp;s=19
@Emvarias: Preparando nuestra ciudad para el regreso del puente festivo.

Ciclovías y calles de San Juan, entre otros sectores, listos para un impecable año más.

:sunglasses::orange_heart::green_heart::motorway: https://x.com/Emvarias/status/1876382240026055037/photo/1";;1;;No asignado
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @ComunasMed Nuevamente en el cruce de Cl47 X Cr34 sector buenos aires Medellín hay un lote  abandonado con tiene muchos escombros, basuras maleza,favor revisar y solucionar para evitar malos olores y k se generen como cambuche para los habitantes de calle;1;;;No asignado
Antioquia;EMVARIAS;"@Emvarias @EPMestamosahi @AlcaldiadeMed @sttmed Gracias por la respuesta, ojalá puedan llegar a una solución y no se siga arriesgando la vida y la calidad de vida, y el sector pueda mejorar su apariencia.
Reply to @Emvarias: @_______CeJota @EPMestamosahi @AlcaldiadeMed @sttmed ¡Hola! Gracias por tu reporte. Así recolectamos los residuos en el punto hoy. Nuestra operación iniciará diálogos con la comunidad para dar una solución a esta situación, considerando la particularidad del punto de acopio. Saludos. https://x.com/Emvarias/status/1881760529141960963/photo/1";;;1;Calidad del servicio
Antioquia;EMVARIAS;@Emvarias @EPMestamosahi @AlcaldiadeMed @FicoGutierrez @tavocasta Son los mejores! Qué haríamos sin ustedes!;;;1;No asignado
