Region;Filial;Mencion;Negativo;Neutral;Positivo;Territorio_comunicacion
Caribe;AFINIA;"#ElGenCaribe2025 #Nacional 
Rifirrafe entre Petro y Fico por deuda de $4.4 billones que amenaza estabilidad energética nacional

El presidente Petro y el alcalde de Medellín se enfrentan por responsabilidad del pago a EPM y sus filiales.

Una controversia sobre deudas por 4.4 billones de pesos al grupo EPM ha escalado a un intercambio de acusaciones entre el presidente Gustavo Petro y el alcalde de Medellín, Federico Gutiérrez, exponiendo una crisis en el sector energético que podría derivar en apagones nacionales.

El conflicto estalló cuando Gutiérrez denunció una deuda gubernamental de $2.1 billones en subsidios para estratos 1, 2 y 3, más $2.3 billones por concepto de opción tarifaria, señalando el reciente apagón en Puerto Carreño como advertencia de una posible crisis nacional.

Petro respondió que la opción tarifaria fue creada durante el gobierno Duque como deuda de usuarios a empresas energéticas, no del Estado, y recordó que su propuesta para convertirla en deuda pública fue bloqueada por la oposición en el Congreso.

Gutiérrez replicó citando un discurso presidencial de mayo 2024 en Barranquilla, donde Petro habría prometido que la Nación asumiría la deuda sin condicionarla a reformas legislativas. Respaldó su argumento con resoluciones del Ministerio de Minas que reconocen la deuda por subsidios.

La disputa reveló la situación crítica de filiales como Afinia, que según Gutiérrez opera “en cuidados intensivos” por falta de pagos. El alcalde detalló deudas con varias empresas del grupo: EPM (197.000 millones), Chec (44.000 millones), Cens (130.000 millones), entre otras.

El presidente Petro por su parte recordó que el Gobierno prepara un decreto para estabilizar el mercado energético, limitando ventas en la Bolsa de Energía al 5% y estableciendo nuevos lineamientos de contratación, aunque esto no resuelve el conflicto por las deudas pendientes.

Mientras continúa el debate político, el sector energético enfrenta presiones crecientes que podrían afectar el servicio eléctrico en diferentes regiones del país, particularmente donde operan las empresas del grupo EPM.";1;;;Calidad del servicio
Caribe;AFINIA;#Editorial | Mientras la región Caribe continúa enfrentando cortes, vandalismo y desconfianza ciudadana, EPM, a través de su filial Afinia, mantiene la prestación del servicio eléctrico operando en pérdida. https://t.co/qh2hEceJnh https://t.co/YoidrPwUE8;1;;;Calidad del servicio
Caribe;AFINIA;#Editorial | Mientras la región Caribe continúa enfrentando cortes, vandalismo y desconfianza ciudadana, EPM, a través de su filial Afinia, mantiene la prestación del servicio eléctrico operando en pérdida. https://t.co/qh2hEceJnh;1;;;Calidad del servicio
Caribe;AFINIA;#Editorial | Mientras la región Caribe continúa enfrentando cortes, vandalismo y desconfianza ciudadana, EPM, a través de su filial Afinia, mantiene la prestación del servicio eléctrico operando en pérdida. En defensa de EPM y Afinia | 360 Radio La crisis de Afinia y EPM evidencia una verdad incómoda: ningún servicio público puede sostenerse...;1;;;Calidad del servicio
Caribe;AFINIA;#Editorial | Mientras la región Caribe continúa enfrentando cortes, vandalismo y desconfianza ciudadana, EPM, a través de su filial Afinia, mantiene la prestación del servicio eléctrico operando en pérdida. En defensa de EPM y Afinia | 360 Radio La crisis de Afinia y EPM evidencia una verdad incómoda: ningún servicio público puede sostenerse sin...;1;;;Calidad del servicio
Caribe;AFINIA;"#ECONOMÍA La Junta Directiva de Afinia, filial del Grupo EPM, aceptó este 30 de enero la renuncia de su gerente general, Jhon Jairo Granada Giraldo, en medio de una crisis financiera provocada por el incumplimiento de pagos del Gobierno Nacional y entidades oficiales que superan los $2.3 billones.

Granada Giraldo, quien asumió el cargo en marzo de 2024, presentó su dimisión en un momento crítico para la empresa que presta servicios de energía en la región Caribe. Según el comunicado oficial, la sostenibilidad de Afinia «está seriamente comprometida» por la falta de decisiones oportunas del Gobierno Nacional.

Entre las deudas más significativas se encuentran $659 mil millones por concepto de subsidios, $291 mil millones de entidades oficiales y protegidas constitucionalmente, y $1.44 billones por incumplimiento en el pago de la opción tarifaria acordada en mayo de 2024.

A pesar de los desafíos financieros, durante la gestión de Granada se lograron mejoras significativas en los indicadores de calidad del servicio. La empresa redujo las interrupciones eléctricas no momentáneas de 88 a 47 veces al año, y el tiempo promedio de interrupciones pasó de 101 a 72 horas.

El Grupo EPM anunciará en los próximos días el nombre de quien asumirá la gerencia general de la empresa que atiende a más de 1.8 millones de usuarios en la región Caribe.";1;;;Calidad del servicio
Caribe;AFINIA;#Economía La Junta Directiva de Afinia, en su sesión de este viernes 14 de febrero de 2025, nombró al economista Ricardo José Arango Restrepo como nuevo gerente general, de esta filial del Grupo EPM en la Región Caribe e iniciará su gestión a partir de este 17 de febrero. El nuevo directivo, reemplaza a Jhon Jairo Granada Giraldo, quien se...;;1;;Innovación y Liderazgo
Caribe;AFINIA;#Destacados I La empresa Afinia, del Grupo EPM, lanzó una campaña para destacar los beneficios del sistema de energía prepago, una alternativa que permite a los usuarios tener un mayor control sobre su consumo eléctrico, ajustándolo a sus posibilidades y necesidades. Con el eslogan “Energía a la medida”, la campaña resalta cómo este sistema pone...;;;1;Calidad del servicio
Caribe;AFINIA;#Destacados I La empresa Afinia, del Grupo EPM, lanzó una campaña para destacar los beneficios del sistema de energía prepago, una alternativa que permite a los usuarios tener un mayor control sobre su consumo eléctrico, ajustándolo a sus posibilidades y necesidades. #chn25afinia https://www.facebook.com/photo.php?fbid=1256108689210049&set=a...;;;1;Calidad del servicio
Caribe;AFINIA;#Córtdoba l Más obras eléctricas desarrolla Afinia en Córdoba * Con los trabajos de renovación y mantenimiento de la infraestructura eléctrica Afinia ofrece energía más segura, confiable y estable. * La filial del Grupo EPM contribuye al bienestar de los habitantes con un servicio de calidad. @afiniagrupoepm Photos from LA PAPAYA DIGITAL's...;;;1;Calidad del servicio
Caribe;AFINIA;#Córdoba| El equipo técnico de Afinia, filial del Grupo EPM, adelantará trabajos de robustecimiento de la infraestructura eléctrica entre el 24 y 26 de marzo para entregar un servicio con mayor confiabilidad en distintos municipios de Córdoba. . . . Lee la noticia completa en el enlace del primer comentario  #Noticia #rionoticiasco https://...;;;1;Calidad del servicio
Caribe;AFINIA;#Córdoba I Con el propósito de garantizar un servicio de energía más continuo y seguro durante la temporada de alta demanda, la empresa Afinia, filial del Grupo EPM, ejecutó labores de reposición de equipos en el circuito Chinú Planta 1. Lea la noticia completa en el primer comentario #ChicaNoticias  https://www.facebook.com/photo.php?fbid...;;;1;Calidad del servicio
Caribe;AFINIA;#Córdoba I Con el propósito de garantizar un servicio de energía más continuo y seguro durante la temporada de alta demanda, la empresa Afinia, filial del Grupo EPM, ejecutó labores de reposición de equipos en el circuito Chinú Planta 1. @AfiniaGrupoEPM Leer más aquí https://t.co/7HFbCUUAxl;;;1;Calidad del servicio
Caribe;AFINIA;#Córdoba | Por el municipio de Puerto Escondido, Afinia puso en marcha la estrategia de Períodos de Continuidad Concertada. En la zona identificada el recaudo es de 49% y las pérdidas del 47%. Leer más aquí ➡️ https://gsnoticias.com/inician-los-periodos-de-continuidad-concertada-de-energia/ Afinia Grupo EPM https://www.facebook.com/...;;1;;No asignado
Caribe;AFINIA;#CÓRDOBA | La empresa Afinia, filial del Grupo EPM, avanza en la ejecución del plan ‘Conectados a lo Legal’ en el municipio de Purísima, con el objetivo de promover el uso responsable, seguro y legal del servicio de energía eléctrica, proteger la integridad de los usuarios y garantizar la sostenibilidad del sistema eléctrico. Lea más aquí https...;;;1;Calidad del servicio
Caribe;AFINIA;#Córdoba | El equipo técnico de Afinia, filial del Grupo EPM, adelantará trabajos de robustecimiento de la infraestructura eléctrica entre el 8 y 10 de mayo, para entregar un servicio con mayor confiabilidad en distintos municipios de Córdoba. Para realizar estas intervenciones se requiere la interrupción del servicio de energía de la siguiente...;;1;;Calidad del servicio
Caribe;AFINIA;#Córdoba | Con el propósito de avanzar con el robustecimiento de la infraestructura eléctrica que suministran energía a San Antero y San Bernardo del Viento, Afinia, filial del Grupo EPM, realizará los siguientes trabajos en estos municipios costaneros: Martes 22 de abril: • San Antero: avanzarán los trabajos de instalación de nuevos postes...;;;1;Calidad del servicio
Caribe;AFINIA;#Córdoba | Afinia, filial del Grupo EPM, suspendió el servicio de energía eléctrica a tres establecimientos comerciales en Planeta Rica debido a deudas acumuladas y reconexiones no autorizadas. Los afectados son el Hotel Punta del Sol, Maderas de Cacerí SAS y el Hotel Restaurante Linda Palma, que en conjunto adeudan más de 310 millones de pesos...;1;;;Calidad del servicio
Caribe;AFINIA;#Córdoba | Afinia, filial del Grupo EPM, inició la siembra de 7.512 árboles en la vereda El Pindo del municipio de Montelíbano, esto con el objetivo de contribuir a la conservación, preservación del medio ambiente, la economía local y la construcción de tejido social. (https://elmeridiano.co/afinia-siembra-7512-arboles-en-montelibano...;;;1;Impacto social y ambiental
Caribe;AFINIA;#Córdoba | Afinia, filial de EPM, implementará cortes programados de energía eléctrica de 5 horas diarias en Puerto Escondido, Córdoba, a partir del 15 de abril de 2025. La empresa anunció esta medida como respuesta al alto porcentaje de impago del servicio en el municipio costero. https://tinyurl.com/23jnds72 https://www.facebook.com/photo.php?...;1;;;Calidad del servicio
Caribe;AFINIA;"#CONFIRMADO| :bulb:ESTE DOMINGO 26 DE ENERO NO HABRÁ ENERGÍA EN EL BANCO, SAN MARTIN, BARRANCO, HATILLO, PEÑÓN Y ALTOS DEL ROSARIO

*Continúan las interrupciones programadas del servicio para labores de mantenimiento y renovación de infraestructura de Afinia*

Para adelantar las remodelaciones en las redes eléctricas e instalar equipos de medida semidirecta se requiere interrumpir el servicio.

Cartagena de Indias, enero 22 de 2025 | El equipo técnico de Afinia, filial del Grupo EPM, llevará a cabo trabajos de robustecimiento de la infraestructura eléctrica en distintos municipios de Bolívar del 23 al 26 de enero. Estas acciones forman parte del plan de inversión destinado a proporcionar un servicio de energía más confiable y de mejor calidad.

Para realizar estas intervenciones, se requiere la interrupción del suministro eléctrico en los siguientes lugares y horarios:

DOMINGO 26 DE ENERO

Línea 573
Horario: 5:00 a. m. a 5:00 p. m.
Sectores: Zona urbana y rural de los municipios Altos del Rosario, Barranco de Loba, Hatillo de Loba, Tiquisio, San Martín de Loba, El Peñón y Guamal en Magdalena.

Circuitos Banco I, II, III y IV
Horario: 5:00 a. m. a 5:00 p. m.
Sectores: Zona rural y urbana de El Banco, Magdalena.

Afinia recuerda la disponibilidad de la línea telefónica 115 y aplicación para teléfonos móviles afiniapp para reportar eventos con el servicio de energía, e invita a sus clientes – usuarios a consultar la programación de interrupciones en la sección trabajos programados en el portal www.afinia.com.co y en el canal de WhatsApp Afinia trabajos programados Bolívar.";1;;;Calidad del servicio
Caribe;AFINIA;#Comunicado ️ | Ante periodos de continuidad, Superservicios insta a Afinia Grupo EPM a velar por los usuarios de especial protección constitucional. Esta superintendencia recuerda el cumplimiento de las obligaciones normativas del Decreto 111 de 2012 del Ministerio de Minas, por el cual se establece la aplicación de los Periodos de...;;1;;No asignado
Caribe;AFINIA;"#Colombia
AFINIA SIN GERENTE 
Jhon Jairo Granada Giraldo renunció a la gerencia de Afinia tras un año al frente

La Junta Directiva de Afinia aceptó la renuncia de Jhon Jairo Granada Giraldo como gerente general de la empresa, cargo que desempeñó desde marzo de 2024.

 Durante su gestión, Afinia logró mejoras en los indicadores de calidad del servicio, como la reducción de interrupciones eléctricas. 

Sin embargo, la sostenibilidad de la empresa enfrenta desafíos debido a factores externos, según el Grupo EPM. Agradeciendo su labor, la compañía anunció que Granada Giraldo será considerado para nuevas funciones dentro del grupo empresarial. 

La búsqueda de su reemplazo está en marcha.";;1;;Calidad del servicio
Caribe;AFINIA;#Colombia | La Junta Directiva de Afinia, en su sesión de este viernes 14 de febrero de 2025, nombró al economista Ricardo José Arango Restrepo como nuevo gerente general, de esta filial del Grupo EPM en la Región Caribe e iniciará su gestión a partir de este 17 de febrero. Léelo completo en el link del primer comentario  https://www...;;;1;Innovación y Liderazgo
Caribe;AFINIA;"#Colombia | Hay preocupación en el sector productivo de Cartagena ante posibles apagones anunciados por Empresas Públicas de Medellín. Esto si no se giran los dineros que adeuda al Gobierno a su filial Afinia.

Más en http://noticiascaracol.com https://twitter.com/NoticiasCaracol/status/1884696514867442011/video/1";1;;;No asignado
